councilors,voted_proportion,votes,year,municipality_code,party,municipality,main_party,region
1,37.5,42,2011,17157,IpSA - AM,Sant Andreu Salou,ERC,Girona
0,1.81,630,2015,8073,PxC,Cornellà de Llobregat,Others,Barcelona
0,3.46,121,2003,8007,PP,Arenys de Munt,PP,Barcelona
2,18.32,561,2003,8023,ERC-AM,Bigues i Riells del Fai,ERC,Barcelona
0,2.19,379,2019,8217,S.J.D.,Sant Joan Despí,Others,Barcelona
5,65.02,132,2015,25148,AEO,Odèn,Others,Lleida
3,31.93,319,2019,25240,IVB-AM,Vallfogona de Balaguer,ERC,Lleida
1,8.47,276,2011,43086,F.I.C.,Montblanc,Others,Tarragona
3,53.51,61,2003,17143,CIU,Rabós,CIU,Girona
4,22.28,1155,2007,8157,PSC-PM,Pallejà,PSC,Barcelona
1,9.69,350,2003,8120,PSCCPCPMCIM,Matadepera,PSC,Barcelona
0,3.56,360,2015,8260,PxC,Santa Perpètua de Mogoda,Others,Barcelona
1,47.06,8,2011,8216,CiU,Sant Jaume de Frontanyà,CIU,Barcelona
4,14.61,3850,2015,8169,PSC-CP,Prat de Llobregat,PSC,Barcelona
1,5.36,876,2011,8089,C's,Gavà,Ciutadans,Barcelona
5,57.97,120,2007,25150,CIU,Oliola,CIU,Lleida
0,1.15,3,2011,8228,PP,Sant Martí Sesgueioles,PP,Barcelona
1,7.22,1310,2007,8077,ESQUERRA-AM,Esplugues de Llobregat,ERC,Barcelona
0,1,12,2007,25158,PP,Palau d'Anglesola,PP,Lleida
1,6.44,1697,2015,8169,GANEMOS,Prat de Llobregat,Others,Barcelona
1,14.52,157,2007,8265,ESQUERRA-AM,Sant Vicenç de Torelló,ERC,Barcelona
0,35,28,2007,25913,ESQUERRA-AM,Riu de Cerdanya,ERC,Lleida
7,37.05,3398,2019,8159,PSC-CP,Parets del Vallès,PSC,Barcelona
3,52.86,74,2015,17216,CUP-PA,Viladasens,CUP,Girona
5,24.28,1700,2011,8110,CiU,Malgrat de Mar,CIU,Barcelona
2,15.16,341,2011,8075,PP,Dosrius,PP,Barcelona
3,28.96,461,2007,8220,ESQUERRA-AM,Sant Julià de Vilatorta,ERC,Barcelona
1,11.52,245,2007,8198,PSC-PM,Sant Antoni de Vilamajor,PSC,Barcelona
1,38.3,36,2015,25201,ERC / ESQUE,Sarroca de Bellera,ERC,Lleida
0,0,0,2015,8177,PP,Quar,PP,Barcelona
0,1.66,1334,2011,8015,PxC,Badalona,Others,Barcelona
0,0.16,47,2019,8096,PFiV,Granollers,Others,Barcelona
3,46.76,101,2007,17087,CIU,Juià,CIU,Girona
5,34.29,1531,2003,17199,CIU,Torroella de Montgrí,CIU,Girona
0,5.08,40,2019,17057,PSC-CP,Corçà,PSC,Girona
3,23.77,373,2003,17039,ERC-AM,Camprodon,ERC,Girona
0,5.44,16,2003,43097,PP,Nou de Gaià,PP,Tarragona
0,0.85,1,2011,8277,PP,Talamanca,PP,Barcelona
2,8.57,2690,2003,8113,PP,Manresa,PP,Barcelona
1,5.52,135,2011,8030,ICV-EUiA-E,Cabrils,Podem,Barcelona
2,9.21,1646,2007,8056,A.V.V.I.C,Castelldefels,Others,Barcelona
0,3.14,40,2007,8237,PSC-PM,Sant Quirze de Besora,PSC,Barcelona
4,47.24,188,2007,43082,CIU,Masroig,CIU,Tarragona
1,12.61,73,2007,43033,CIU,Botarell,CIU,Tarragona
0,1.34,674,2015,25120,PACMA,Lleida,PACMA,Lleida
0,14.86,11,2003,8045,IDC,Capolat,Others,Barcelona
1,7.38,262,2007,8259,PP,Santa Maria de Palautordera,PP,Barcelona
2,6.96,2139,2007,8073,C.I.U,Cornellà de Llobregat,CIU,Barcelona
6,22.39,1988,2015,8076,PSC-CP,Esparreguera,PSC,Barcelona
2,10.77,932,2011,8147,PP,Olesa de Montserrat,PP,Barcelona
7,33.49,2333,2011,8159,PSC-PM,Parets del Vallès,PSC,Barcelona
0,3.63,46,2011,43088,PP,Montbrió del Camp,PP,Tarragona
1,9.16,441,2019,8003,Cs,Alella,Ciutadans,Barcelona
0,3.32,85,2011,8138,PP,Moià,PP,Barcelona
0,4.29,61,2007,43140,PXC,Santa Oliva,VOX,Tarragona
3,57.89,77,2007,25076,TFC-AM,Cogul,ERC,Lleida
6,46.4,626,2015,8014,CiU,Aiguafreda,CIU,Barcelona
0,0.38,81,2007,8096,CDS,Granollers,CIU,Barcelona
7,87.6,106,2003,17068,CIU,Foixà,CIU,Girona
2,37.16,42,2019,43154,JUNTS,Torroja del Priorat,JxC,Tarragona
7,83.08,108,2015,25903,CiU,Guingueta d'Àneu,CIU,Lleida
1,6.93,829,2015,8123,MOLINS CAMINA,Molins de Rei,Others,Barcelona
0,0.69,98,2007,43155,C'S,Tortosa,Ciutadans,Tarragona
3,9.84,6468,2007,8279,PP,Terrassa,PP,Barcelona
5,40.39,513,2019,25029,EA - AM,Arbeca,ERC,Lleida
0,1.54,3,2003,25094,PP,Foradada,PP,Lleida
3,12.58,1654,2011,8217,PP,Sant Joan Despí,PP,Barcelona
2,13.12,745,2011,8006,PP,Arenys de Mar,PP,Barcelona
1,10.2,634,2003,8904,L'AEB-VIM,Badia del Vallès,Others,Barcelona
0,1.09,1,2011,17212,PP,Vidrà,PP,Girona
4,37.4,417,2003,8083,PSC-PM,Folgueroles,PSC,Barcelona
0,1.3,51,2015,25207,PxC,Solsona,Others,Lleida
8,64.08,837,2019,43108,JUNTS,Pla de Santa Maria,JxC,Tarragona
5,76.87,103,2003,43117,CIU,Prat de Comte,CIU,Tarragona
5,22.38,1661,2015,17117,CiU,Palafrugell,CIU,Girona
1,13.34,262,2011,8182,CiU,Pont de Vilomara i Rocafort,CIU,Barcelona
1,42.42,28,2011,17014,CiU,Vajol,CIU,Girona
0,0.51,176,2015,8073,UPyD,Cornellà de Llobregat,Ciutadans,Barcelona
0,2.36,165,2015,8086,PxC,Franqueses del Vallès,Others,Barcelona
2,29.93,123,2007,25911,ESQUERRA-AM,Plans de Sió,ERC,Lleida
4,18.61,890,2007,8074,CIU,Cubelles,CIU,Barcelona
3,33.36,340,2019,43160,F V - AM,Vallmoll,ERC,Tarragona
0,2.29,3,2011,25150,IO-PM,Oliola,PSC,Lleida
6,33,2547,2003,8022,CIU,Berga,CIU,Barcelona
2,18.81,687,2019,8191,FPS-AMUNT,Sallent,ERC,Barcelona
5,50.92,417,2003,8085,CIU,Font-rubí,CIU,Barcelona
3,47.11,106,2007,43085,PM,Molar,Others,Tarragona
1,22.09,19,2015,17003,CP,Albanyà,PSC,Girona
3,20.71,574,2007,8044,ESQUERRA-AM,Capellades,ERC,Barcelona
1,8.07,138,2007,43064,PP,Gandesa,PP,Tarragona
1,6.53,978,2011,8305,ICV-EUiA-E,Vilafranca del Penedès,Podem,Barcelona
0,0.92,1,2015,17201,PP,Toses,PP,Girona
0,3.01,210,2011,8159,ERC-AM,Parets del Vallès,ERC,Barcelona
1,7.89,334,2019,8283,PSC-CP,Tona,PSC,Barcelona
4,70.11,61,2003,8130,CIU,Montclar,CIU,Barcelona
1,15.21,158,2003,25240,PP,Vallfogona de Balaguer,PP,Lleida
4,56.83,283,2011,25185,CiU,Ribera d'Urgellet,CIU,Lleida
0,2.7,192,2007,8022,RC,Berga,Others,Barcelona
6,48.24,768,2007,8220,CIU,Sant Julià de Vilatorta,CIU,Barcelona
2,46.15,48,2019,25085,InSe - AM,Estaràs,ERC,Lleida
3,25.32,532,2003,17020,ERC-AM,Bescanó,ERC,Girona
1,10.62,138,2007,8064,PSC-PM,Castellterçol,PSC,Barcelona
2,30.77,68,2007,8070,ESQUERRA-AM,Collsuspina,ERC,Barcelona
1,15.81,193,2003,25232,ERC-AM,Torres de Segre,ERC,Lleida
0,5.55,146,2015,17202,C's,Tossa de Mar,Ciutadans,Girona
6,69.78,187,2011,43040,PSC-PM,Capçanes,PSC,Tarragona
0,4.02,1179,2019,8301,JxV-JUNTS,Viladecans,JxC,Barcelona
6,50.76,970,2011,43903,PM,Camarles,Others,Tarragona
1,12.54,309,2011,43907,PP,Canonja,PP,Tarragona
2,15.75,351,2015,43016,C.U.P. - PA,Arboç,Others,Tarragona
3,27.76,417,2003,17049,CIU,Celrà,CIU,Girona
3,39.07,59,2003,8276,CIU,Tagamanent,CIU,Barcelona
1,7.81,386,2015,8072,GIU,Corbera de Llobregat,Others,Barcelona
1,6.54,1169,2007,8056,C'S,Castelldefels,Ciutadans,Barcelona
0,4.32,131,2019,17103,FM-FIC,Maçanet de la Selva,Podem,Girona
1,7.75,177,2015,43047,ICV-EUiA-E,Constantí,Podem,Tarragona
3,10.22,9516,2015,8101,IC-V-EUiA-P,Hospitalet de Llobregat,Podem,Barcelona
3,15.32,697,2019,17034,PSC-CP,Calonge i Sant Antoni,PSC,Girona
3,43.75,133,2015,8168,CiU,Pontons,CIU,Barcelona
2,12.85,1088,2019,8088,CUP-AMUNT,Garriga,ERC,Barcelona
7,86.45,134,2019,25146,JUNTS,Navès,JxC,Lleida
0,6.77,18,2003,43079,PP,Masllorenç,PP,Tarragona
3,35.33,65,2007,17084,PM,Isòvol,Others,Girona
7,38.1,2274,2003,25203,PSC-PM,Seu d'Urgell,PSC,Lleida
2,8.61,913,2003,8270,ERC-AM,Sitges,ERC,Barcelona
9,60.92,2120,2011,8120,CiU,Matadepera,CIU,Barcelona
5,62.92,56,2011,25063,UA-PM-PSC,Canejan,PSC,Lleida
1,8.79,688,2015,8046,FIC,Cardedeu,Podem,Barcelona
0,0,0,2015,25032,CxA-CP,Arsèguel,PSC,Lleida
1,13.06,79,2003,43006,PP,Aldover,PP,Tarragona
1,5.15,5199,2019,8101,PP,Hospitalet de Llobregat,PP,Barcelona
0,0,0,2015,17099,CP,Meranges,PSC,Girona
6,27.99,4711,2003,8305,CIU,Vilafranca del Penedès,CIU,Barcelona
0,0.78,1,2007,25152,PP,Oluges,PP,Lleida
3,30.35,210,2015,25078,CiU,Corbins,CIU,Lleida
8,66.69,815,2019,8064,CEP,Castellterçol,Others,Barcelona
7,82.95,73,2011,8026,AB,Brull,Others,Barcelona
0,0.64,168,2015,8301,UPyD,Viladecans,Ciutadans,Barcelona
2,24.45,67,2011,43097,GN-AM,Nou de Gaià,ERC,Tarragona
1,7.94,173,2019,43043,EL CATLLAR-ECG,Catllar,Others,Tarragona
4,60.74,147,2011,25901,CiU,Vall de Cardós,CIU,Lleida
0,3.95,82,2003,8158,PP,Papiol,PP,Barcelona
11,44.52,4460,2007,8163,PSC-PM,Pineda de Mar,PSC,Barcelona
6,60.88,414,2007,43176,JVP-PM,Vimbodí i Poblet,PSC,Tarragona
2,7.81,2717,2015,8073,PP,Cornellà de Llobregat,PP,Barcelona
0,0.85,1,2003,43168,IVP-FIC,Vilanova de Prades,Podem,Tarragona
1,7.99,239,2003,8108,PP,Lliçà de Vall,PP,Barcelona
3,13.04,1564,2019,8118,FM-ECG,Masnou,Others,Barcelona
1,9.38,146,2019,25012,ERC-AM,Alcoletge,ERC,Lleida
2,26.14,69,2007,43097,EPLN-ESQUERRA-A,Nou de Gaià,ERC,Tarragona
4,17.9,1196,2015,8006,ERC-MES-AM,Arenys de Mar,ERC,Barcelona
3,33.49,281,2003,17161,GISFDP,Sant Feliu de Pallerols,Others,Girona
0,4.67,405,2019,8110,PODEM,Malgrat de Mar,Others,Barcelona
7,95.12,195,2003,17005,PSC-PM,Far d'Empordà,PSC,Girona
1,7.47,185,2015,8075,G.I.R. DOSRIUS,Dosrius,Others,Barcelona
0,3.03,482,2011,8102,SI,Igualada,Others,Barcelona
4,32.42,512,2019,43042,JUNTS,Castellvell del Camp,JxC,Tarragona
2,20.21,373,2019,43138,ERC-AM,Santa Bàrbara,ERC,Tarragona
0,4.78,68,2007,43140,C'S,Santa Oliva,Ciutadans,Tarragona
6,18.71,8123,2019,17079,PSC-CP,Girona,PSC,Girona
8,82.77,466,2011,17057,PM,Corçà,Others,Girona
1,15.88,152,2007,25047,PSC-PM,Bellcaire d'Urgell,PSC,Lleida
0,7.45,7,2011,25030,PM,Pont de Bar,Others,Lleida
1,12.18,405,2007,8267,ESQUERRA-AM,Sentmenat,ERC,Barcelona
0,2.07,9,2015,8179,PP,Rellinars,PP,Barcelona
0,4.68,256,2011,43153,PxC,Torredembarra,Others,Tarragona
0,0.15,70,2019,8245,CNV,Santa Coloma de Gramenet,Others,Barcelona
0,20.61,20,2019,25030,C.A.P.B.T.A,Pont de Bar,Others,Lleida
1,10.9,357,2011,8023,Esq-Ind-AM,Bigues i Riells del Fai,ERC,Barcelona
0,2.82,112,2011,8106,SI,Llinars del Vallès,Others,Barcelona
1,13.04,285,2003,17036,AIC,Campdevànol,Podem,Girona
0,5.7,170,2003,17164,PIDLG,Sant Hilari Sacalm,Others,Girona
1,9.55,66,2007,43144,PSC-PM,Secuita,PSC,Tarragona
0,2.65,217,2019,8035,PODEMOS,Calella,Podem,Barcelona
3,34.87,197,2015,8206,ERC-AM,Sant Cugat Sesgarrigues,ERC,Barcelona
2,15.67,487,2003,43044,PP,Sénia,PP,Tarragona
1,10.94,288,2019,8029,AI - CM,Cabrera de Mar,Others,Barcelona
1,49.09,27,2011,8021,IPM-PM,Bellprat,PSC,Barcelona
4,29.62,655,2007,8235,JUNTS,Sant Pol de Mar,JxC,Barcelona
7,94.03,299,2015,25073,INDEPENDENT,Cervià de les Garrigues,Others,Lleida
4,62.83,71,2011,17096,ERC-AM,Llosses,ERC,Girona
4,47.17,92,2019,17171,CSLLM - AM,Sant Llorenç de la Muga,ERC,Girona
1,8.03,177,2003,43054,ESVIVA,Espluga de Francolí,Others,Tarragona
5,79.46,89,2011,17206,CiU,Urús,CIU,Girona
3,74.6,47,2011,25222,CiU,Tiurana,CIU,Lleida
0,1.71,384,2019,8077,VOX,Esplugues de Llobregat,VOX,Barcelona
7,74.81,677,2015,8049,ERC-AM,Casserres,ERC,Barcelona
4,40.34,282,2019,17120,GdP-AM,Palau-saverdera,ERC,Girona
1,6.53,205,2003,8119,ERC-AM,Masquefa,ERC,Barcelona
4,56.88,153,2011,17116,CiU,Osor,CIU,Girona
7,49.33,777,2011,8031,CiU,Calaf,CIU,Barcelona
4,41.48,263,2011,8304,CiU,Vilobí del Penedès,CIU,Barcelona
2,59.52,25,2015,25031,CDA-PNA,Arres,CIU,Lleida
0,22.66,29,2007,8133,IMM-PM,Montmaneu,PSC,Barcelona
3,35.92,342,2003,17138,PSC-PM,Portbou,PSC,Girona
1,20.76,131,2019,25070,IxC-AM,Castellserà,ERC,Lleida
0,0.48,427,2003,8015,CDE,Badalona,CIU,Barcelona
0,10.07,59,2003,8082,CIU,Fogars de la Selva,CIU,Barcelona
1,6.48,214,2003,8140,ERC-AM,Navarcles,ERC,Barcelona
3,27.38,282,2011,17189,CiU,Cellera de Ter,CIU,Girona
10,43.23,7276,2003,8305,PSC-PM-INI,Vilafranca del Penedès,PSC,Barcelona
4,24.2,1331,2011,8284,PSC-PM,Tordera,PSC,Barcelona
0,2.58,327,2007,43163,ALVEN,Vendrell,Others,Tarragona
1,5.93,1377,2007,8169,ESQUERRA-AM,Prat de Llobregat,ERC,Barcelona
1,6.89,247,2015,8119,PP,Masquefa,PP,Barcelona
6,31.38,2656,2019,8088,ERC -ACORD- AM,Garriga,ERC,Barcelona
0,1.78,24,2015,17073,PP,Fornells de la Selva,PP,Girona
1,8.54,404,2011,25137,PP,Mollerussa,PP,Lleida
9,69.31,865,2011,17073,CiU,Fornells de la Selva,CIU,Girona
4,52.97,357,2003,43049,ERC-AM,Cornudella de Montsant,ERC,Tarragona
0,27.22,46,2007,25074,AEI,Ciutadilla,Others,Lleida
0,2.75,70,2003,43145,PP,Selva del Camp,PP,Tarragona
5,59.4,218,2003,25245,IV,Vilaller,Others,Lleida
9,46.98,3228,2019,8295,PSC-CP,Vallirana,PSC,Barcelona
6,48.01,676,2011,43139,CiU,Santa Coloma de Queralt,CIU,Tarragona
0,10.99,51,2015,43063,PP,Galera,PP,Tarragona
4,39.59,327,2007,8292,ESQUERRA-AM,Vallbona d'Anoia,ERC,Barcelona
7,54.69,70,2007,17068,CIU,Foixà,CIU,Girona
1,10.84,184,2011,8204,ULI,Sant Climent de Llobregat,Others,Barcelona
3,46.58,34,2011,25143,CiU,Montornès de Segarra,CIU,Lleida
1,10.3,285,2019,43907,SP-AMUNT,Canonja,ERC,Tarragona
3,39.52,149,2007,43167,CIU,Vilanova d'Escornalbou,CIU,Tarragona
1,8.5,122,2015,17215,PSC-CP,Vilablareix,PSC,Girona
1,5.62,2561,2015,8121,ICV-EUiA-E,Mataró,Podem,Barcelona
0,0.95,249,2003,8266,UADEP-ODEP,Cerdanyola del Vallès,Others,Barcelona
0,6.46,92,2011,25172,PP,Ponts,PP,Lleida
1,16.63,159,2003,8268,PSC-PM,Cercs,PSC,Barcelona
5,72.58,270,2011,43081,CiU,Maspujols,CIU,Tarragona
0,3.18,380,2019,8196,CAT EN COMU-SAB,Sant Andreu de la Barca,Others,Barcelona
1,11.18,82,2019,8193,JUNTS,Sant Iscle de Vallalta,JxC,Barcelona
2,30.41,118,2011,25134,CiU,Menàrguens,CIU,Lleida
5,69.29,97,2003,17151,CIU,Riumors,CIU,Girona
3,48.08,75,2015,17029,CiU,Boadella i les Escaules,CIU,Girona
2,12.84,416,2007,17089,ESQUERRA-AM,Llagostera,ERC,Girona
0,1.37,1,2015,25088,CxE-CP,Estamariu,PSC,Lleida
2,13.86,324,2003,8235,ERC-AM,Sant Pol de Mar,ERC,Barcelona
1,6.35,397,2003,8088,PP,Garriga,PP,Barcelona
0,4.87,88,2007,17193,PP,Sils,PP,Girona
1,6.26,214,2015,8208,LXS,Sant Esteve Sesrovires,Others,Barcelona
0,4.44,3165,2011,8279,ESQ-RI.C-AM,Terrassa,ERC,Barcelona
1,15.85,91,2007,8144,CIU,Olvan,CIU,Barcelona
7,91.94,194,2011,17130,GIP,Pera,Others,Girona
1,5.68,680,2015,8263,CiU,Sant Vicenç dels Horts,CIU,Barcelona
1,19.9,76,2003,25077,ERC-AM,Coll de Nargó,ERC,Lleida
2,16.2,455,2007,25234,ERC-AM,Tremp,ERC,Lleida
1,95.24,20,2003,43146,CIU,Senan,CIU,Tarragona
4,33.5,392,2003,8032,CIU,Caldes d'Estrac,CIU,Barcelona
5,16.67,3375,2015,8124,Ara Mollet,Mollet del Vallès,Others,Barcelona
5,89.9,89,2003,25152,CIU,Oluges,CIU,Lleida
0,6.18,214,2015,8005,PP,Ametlla del Vallès,PP,Barcelona
8,30.48,7965,2003,8266,PSC-PM,Cerdanyola del Vallès,PSC,Barcelona
0,1.01,6128,2011,8019,LV-GVE,Barcelona,Others,Barcelona
0,4.95,1486,2011,8073,PxC,Cornellà de Llobregat,Others,Barcelona
1,9.41,285,2019,17103,AxMaçanet - IdS,Maçanet de la Selva,Others,Girona
8,31.89,4898,2007,8298,CIU,Vic,CIU,Barcelona
1,6.2,258,2003,8214,PSC-PM,Vilassar de Dalt,PSC,Barcelona
1,34.09,45,2019,25049,IBU-AM,Bellmunt d'Urgell,ERC,Lleida
4,43.13,361,2015,25047,CiU,Bellcaire d'Urgell,CIU,Lleida
3,22.87,1018,2015,8250,V.V.,Santa Margarida de Montbui,Others,Barcelona
5,49.84,309,2015,25912,CP,Gimenells i el Pla de la Font,PSC,Lleida
1,7.75,477,2015,8156,ICV-E,Palau-solità i Plegamans,Podem,Barcelona
0,9.25,42,2019,43068,PP,Godall,PP,Tarragona
5,27.16,1699,2003,8088,ERC-AM,Garriga,ERC,Barcelona
2,22.65,205,2015,43009,ERC-AM,Alforja,ERC,Tarragona
3,37.68,208,2003,8134,CAF,Figaró-Montmany,Others,Barcelona
0,0.61,295,2011,43148,PACMA,Tarragona,PACMA,Tarragona
4,14.19,5626,2007,8121,PP,Mataró,PP,Barcelona
3,42.17,167,2011,43124,ERC-AM,Riba,ERC,Tarragona
2,12.77,351,2015,43044,PP,Sénia,PP,Tarragona
0,4.38,250,2019,8904,PP,Badia del Vallès,PP,Barcelona
4,37.33,268,2015,43142,CP,Sarral,PSC,Tarragona
4,63.48,113,2019,25181,JxCAT-JUNTS,Puigverd d'Agramunt,JxC,Lleida
0,7.69,33,2003,25907,IS,Torrefeta i Florejacs,Others,Lleida
2,12.93,393,2007,8005,L'AIA,Ametlla del Vallès,Others,Barcelona
4,55.36,62,2011,17157,CiU,Sant Andreu Salou,CIU,Girona
2,12.48,836,2019,8240,CUP-AMUNT,Sant Sadurní d'Anoia,ERC,Barcelona
2,6.53,3633,2019,8121,JUNTS,Mataró,JxC,Barcelona
2,32.02,106,2003,17060,ERC-AM,Darnius,ERC,Girona
6,40.82,1831,2019,8213,GfP,Sant Fruitós de Bages,Others,Barcelona
2,43.28,58,2015,43045,ERC-AM,Colldejou,ERC,Tarragona
5,44.25,589,2003,17169,PSC-PM,Sant Julià de Ramis,PSC,Girona
5,43.57,1356,2003,43093,CIU,Móra d'Ebre,CIU,Tarragona
4,51.21,169,2011,8306,CiU,Vilalba Sasserra,CIU,Barcelona
7,26.56,2178,2007,43037,CIU,Calafell,CIU,Tarragona
2,17.45,256,2003,8220,PM-ISJ-VV,Sant Julià de Vilatorta,Others,Barcelona
4,53.19,242,2015,25231,ERC-AM,Torrelameu,ERC,Lleida
0,0,0,2003,25088,PP,Estamariu,PP,Lleida
1,12.91,245,2015,8158,SUMEN per E,Papiol,Others,Barcelona
1,7.44,459,2003,17152,ERC-AM,Roses,ERC,Girona
5,41.62,561,2003,8223,CIU,Sant Llorenç Savall,CIU,Barcelona
3,25.19,286,2019,8236,JxSQM,Sant Quintí de Mediona,Others,Barcelona
2,7.65,1589,2019,8089,PODEMOS,Gavà,Podem,Barcelona
0,2.74,165,2019,8105,JxCAT-JUNTS,Llagosta,JxC,Barcelona
5,65.55,156,2011,25233,PSC-PM,Torre-serona,PSC,Lleida
2,12.36,656,2015,8157,CiU,Pallejà,CIU,Barcelona
1,8,359,2019,43004,D't - F IC,Alcanar,Podem,Tarragona
2,22.33,614,2019,8047,PSC-CP,Cardona,PSC,Barcelona
3,18.06,991,2011,8161,PSC-PM,Piera,PSC,Barcelona
0,1.21,223,2003,8089,CDE,Gavà,CIU,Barcelona
4,31.12,334,2019,43024,BELLVEI,Bellvei,Others,Tarragona
2,15.92,492,2011,43156,PP,Ulldecona,PP,Tarragona
7,36.25,2769,2007,8202,CIU,Sant Celoni,CIU,Barcelona
1,7,362,2015,8001,PP,Abrera,PP,Barcelona
0,0.52,3153,2007,8019,P.A.C.M.A,Barcelona,Others,Barcelona
3,43.89,79,2015,8109,IpLiSE - AM,Lluçà,ERC,Barcelona
1,10,259,2015,8047,PSC-CP,Cardona,PSC,Barcelona
10,47.12,3065,2007,8159,PSC-PM,Parets del Vallès,PSC,Barcelona
7,71.54,764,2011,17145,CiU,Ribes de Freser,CIU,Girona
1,8.88,217,2011,8030,PSC-PM,Cabrils,PSC,Barcelona
2,15.29,223,2007,43095,PSC-PM,Morell,PSC,Tarragona
1,30.68,27,2019,43141,TOTS SOM PONTIL,Pontils,Others,Tarragona
0,0.3,288,2019,8279,PFiV,Terrassa,Others,Barcelona
2,19.68,344,2015,8286,PSC-CP,Torre de Claramunt,PSC,Barcelona
5,33.77,1103,2007,8140,CIU,Navarcles,CIU,Barcelona
1,8.51,326,2015,8155,ICV-EUiA-E,Palafolls,Podem,Barcelona
5,60.75,65,2007,17070,CIU,Fontanilles,CIU,Girona
0,0.15,66,2011,25120,PFiV,Lleida,Others,Lleida
0,3.34,230,2019,43153,AVUI-D,Torredembarra,Others,Tarragona
3,57.23,91,2015,25153,ExO-AM,Omellons,ERC,Lleida
1,6.35,314,2015,8072,ICV-MC-E,Corbera de Llobregat,Podem,Barcelona
5,26.3,1715,2011,8136,PSC-PM,Montornès del Vallès,PSC,Barcelona
4,36.88,524,2011,25171,CiU,Pobla de Segur,CIU,Lleida
4,45.71,197,2007,25134,PSC-PM,Menàrguens,PSC,Lleida
4,54.55,150,2011,25024,PSC-PM,Alt Àneu,PSC,Lleida
0,6.86,62,2019,17071,UpF,Fontcoberta,Others,Girona
5,51.26,488,2003,17138,CIU,Portbou,CIU,Girona
2,11.88,1110,2015,43014,PSC-CP,Amposta,PSC,Tarragona
5,24.65,1641,2007,8221,CIU,Sant Just Desvern,CIU,Barcelona
1,18.11,67,2015,17074,CiU,Fortià,CIU,Girona
1,9.14,440,2019,8003,AP-PSC-CP,Alella,PSC,Barcelona
0,3.99,20,2011,43036,PP,Cabra del Camp,PP,Tarragona
8,65.3,1492,2015,8092,CiU,Gironella,CIU,Barcelona
2,31.83,177,2003,25101,PSC-PM,Granadella,PSC,Lleida
6,16.52,7410,2011,25120,PP,Lleida,PP,Lleida
2,27.99,89,2003,17042,ICPSC-PSOE,Capmany,PSC,Girona
5,74.24,98,2003,17055,IPC-ICV-EPM,Colomers,Podem,Girona
2,26.71,227,2011,8013,CiU,Avinyonet del Penedès,CIU,Barcelona
0,3.02,712,2015,8096,GANEMOS,Granollers,Others,Barcelona
5,21.44,1732,2015,17155,ERC-AM,Salt,ERC,Girona
4,47.83,154,2011,17135,CiU,Pont de Molins,CIU,Girona
0,0.88,1,2007,43141,PP,Pontils,PP,Tarragona
0,6.56,8,2011,25141,PxCat,Montoliu de Segarra,VOX,Lleida
6,33.35,1513,2019,17022,ERC-AM,Bisbal d'Empordà,ERC,Girona
7,88.61,280,2011,8229,CiU,Sant Mateu de Bages,CIU,Barcelona
0,6.31,51,2007,8146,PP,Olesa de Bonesvalls,PP,Barcelona
4,60.28,261,2003,17012,CIU,Avinyonet de Puigventós,CIU,Girona
0,23.61,34,2003,43101,ERC-AM,Passanant i Belltall,ERC,Tarragona
4,50.97,157,2011,17060,INDAR,Darnius,Others,Girona
1,7.75,177,2015,43047,PP,Constantí,PP,Tarragona
5,68.97,260,2015,43147,CiU,Solivella,CIU,Tarragona
2,20.93,199,2015,8058,ERC-AM,Castellet i la Gornal,ERC,Barcelona
0,2.76,136,2015,17147,PP,Ripoll,PP,Girona
9,30.61,7274,2007,8307,CIU,Vilanova i la Geltrú,CIU,Barcelona
5,73.33,44,2011,17154,PSC-PM,Sales de Llierca,PSC,Girona
1,9.17,138,2015,8905,PSC-CP,Palma de Cervelló,PSC,Barcelona
3,22.76,997,2003,25207,ERC-AM,Solsona,ERC,Lleida
1,5.36,333,2015,25217,CdT-E,Tàrrega,Others,Lleida
1,8.89,99,2007,43031,IPLB-EPM,Borges del Camp,Others,Tarragona
5,81.94,59,2015,43072,CiU,Lloar,CIU,Tarragona
1,48.25,55,2011,25075,ICC-AM,Clariana de Cardener,ERC,Lleida
3,21.99,560,2019,17092,PSC-CP,Llançà,PSC,Girona
0,0.11,56,2015,43148,AMD,Tarragona,Others,Tarragona
3,47.32,256,2003,25225,PSC-PM,Tornabous,PSC,Lleida
6,32.97,2762,2019,8086,JXLF-JUNTS,Franqueses del Vallès,JxC,Barcelona
1,39.05,41,2003,8002,PSC-PM,Aguilar de Segarra,PSC,Barcelona
0,5.29,48,2015,43160,CiU,Vallmoll,CIU,Tarragona
5,76.47,104,2019,25150,JxCAT-JUNTS,Oliola,JxC,Lleida
2,17.85,186,2015,8236,CiU,Sant Quintí de Mediona,CIU,Barcelona
0,5.95,136,2015,43012,IDEAL,Altafulla,Others,Tarragona
1,8.15,181,2011,43904,PSC-PM,Aldea,PSC,Tarragona
0,2.29,353,2019,8252,VOX,Barberà del Vallès,VOX,Barcelona
0,37.62,38,2007,17106,ERC-AM,Mollet de Peralada,ERC,Girona
1,7.93,290,2011,25072,PxCat,Cervera,VOX,Lleida
0,1.14,9,2007,17006,PP,Alp,PP,Girona
7,90.91,160,2007,17121,ESQUERRA-AM,Palau-sator,ERC,Girona
